mapping,time_label,template_time_label,source_excel_row,source_time,civil_start_minute,price_yuan_per_kwh,load_kwh,pv_kwh,purchase_kwh,charge_kwh,discharge_kwh,curtailment_kwh,soc_start_kwh,soc_end_kwh
B,07:50-08:00,7:50-8:00,48,07:50,470,0.86,818.4099833333332,497.72586666666666,0.0,0.0,320.68411666666657,0.0,4548.075454593871,4191.759769408685
B,08:00-08:10,8:00-8:10,49,08:00,480,1.1617,966.6221166666666,548.2006666666666,0.0,0.0,418.42144999999994,0.0,4191.759769408685,3726.847047186463
B,08:10-08:20,8:10-8:20,50,08:10,490,1.1683,980.8043333333333,598.89355,0.0,0.0,381.91078333333326,0.0,3726.847047186463,3302.5017323716484
B,08:20-08:30,8:20-8:30,51,08:20,500,1.0956,958.0118833333332,648.4555333333333,0.0,0.0,309.55634999999995,0.0,3302.5017323716484,2958.5502323716482
B,08:30-08:40,8:30-8:40,52,08:30,510,1.0849,961.5096833333333,696.8902833333333,0.0,0.0,264.61940000000004,0.0,2958.5502323716482,2664.5286768160927
B,08:40-08:50,8:40-8:50,53,08:40,520,1.061,959.0350833333333,745.2942833333333,0.0,0.0,213.74080000000004,0.0,2664.5286768160927,2427.038899038315
B,08:50-09:00,8:50-9:00,54,08:50,530,1.043,970.6967833333333,792.1378666666666,0.0,0.0,178.55891666666673,0.0,2427.038899038315,2228.6401027420184
B,09:00-09:10,9:00-9:10,55,09:00,540,1.036,992.3766833333334,836.9845666666666,0.0,0.0,155.39211666666677,0.0,2228.6401027420184,2055.982195334611
B,09:10-09:20,9:10-9:20,56,09:10,550,1.0147,993.1616,880.9020999999999,0.0,0.0,112.25950000000012,0.0,2055.982195334611,1931.249417556833
B,09:20-09:30,9:20-9:30,57,09:20,560,0.9922,988.2592333333333,923.8623666666667,0.0,0.0,64.3968666666666,0.0,1931.249417556833,1859.697343482759
B,09:30-09:40,9:30-9:40,58,09:30,570,0.97,987.2971333333332,964.7348833333333,0.0,0.0,22.56224999999995,0.0,1859.697343482759,1834.6281768160923
B,09:40-09:50,9:40-9:50,59,09:40,580,0.9422,984.5976666666667,1002.0217333333333,0.0,17.42406666666659,0.0,0.0,1834.6281768160923,1850.3098368160922
B,09:50-10:00,9:50-10:00,60,09:50,590,0.9569,983.1877,1036.0254666666665,0.0,52.83776666666654,0.0,0.0,1850.3098368160922,1897.8638268160921
B,10:00-10:10,10:00-10:10,61,10:00,600,0.9977,983.7032666666667,1068.2656833333333,0.0,84.56241666666665,0.0,0.0,1897.8638268160921,1973.970001816092
B,10:10-10:20,10:10-10:20,62,10:10,610,0.9919,982.9132166666666,1099.8968,0.0,116.9835833333334,0.0,0.0,1973.970001816092,2079.255226816092
B,10:20-10:30,10:20-10:30,63,10:20,620,0.9588,981.1261333333333,1127.7867333333334,0.0,146.66060000000004,0.0,0.0,2079.255226816092,2211.2497668160922
B,10:30-10:40,10:30-10:40,64,10:30,630,0.9549,978.9118,1152.43205,0.0,173.52024999999992,0.0,0.0,2211.2497668160922,2367.417991816092
B,10:40-10:50,10:40-10:50,65,10:40,640,0.9839,976.3384666666667,1177.36755,0.0,201.02908333333323,0.0,0.0,2367.417991816092,2548.344166816092
B,10:50-11:00,10:50-11:00,66,10:50,650,0.799,974.1658,1199.5719166666665,0.0,225.40611666666655,0.0,0.0,2548.344166816092,2751.209671816092
B,11:00-11:10,11:00-11:10,67,11:00,660,0.5025,973.1764499999999,1217.1857,0.0,244.00925000000007,0.0,0.0,2751.209671816092,2970.817996816092
B,11:10-11:20,11:10-11:20,68,11:10,670,0.4662,973.1183833333332,1231.2808,575.1709166666666,833.3333333333334,0.0,0.0,2970.817996816092,3720.817996816092
B,11:20-11:30,11:20-11:30,69,11:20,680,0.5007,970.5729666666666,1243.2044999999998,0.0,272.6315333333332,0.0,0.0,3720.817996816092,3966.186376816092
B,11:30-11:40,11:30-11:40,70,11:30,690,0.4827,969.1322,1253.4531833333333,0.0,284.3209833333333,0.0,0.0,3966.186376816092,4222.075261816092
B,11:40-11:50,11:40-11:50,71,11:40,700,0.4785,972.06585,1261.3673166666667,179.2727979821238,468.5742646487906,0.0,0.0,4222.075261816092,4643.792100000004
B,11:50-12:00,11:50-12:00,72,11:50,710,0.4662,952.1501666666666,1265.3589833333333,520.1245166666666,833.3333333333334,0.0,0.0,4643.792100000004,5393.792100000004
B,12:00-12:10,12:00-12:10,73,12:00,720,0.4432,919.9101166666666,1266.84055,486.40290000000005,833.3333333333334,0.0,0.0,5393.792100000004,6143.792100000004
B,12:10-12:20,12:10-12:20,74,12:10,730,0.4411,915.7984499999999,1268.7193333333332,480.41245000000004,833.3333333333334,0.0,0.0,6143.792100000004,6893.792100000004
B,12:20-12:30,12:20-12:30,75,12:20,740,0.4551,919.0754,1267.1087333333332,485.30000000000007,833.3333333333334,0.0,0.0,6893.792100000004,7643.792100000004
B,12:30-12:40,12:30-12:40,76,12:30,750,0.4463,914.3048333333332,1259.0312,488.6069666666667,833.3333333333334,0.0,0.0,7643.792100000004,8393.792100000004
B,12:40-12:50,12:40-12:50,77,12:40,760,0.4113,910.3937999999999,1245.4564,498.2707333333333,833.3333333333334,0.0,0.0,8393.792100000004,9143.792100000004
B,12:50-13:00,12:50-13:00,78,12:50,770,0.5682,927.6844333333333,1232.2361999999998,0.0,304.5517666666665,0.0,0.0,9143.792100000004,9417.888690000003
B,13:00-13:10,13:00-13:10,79,13:00,780,0.8279,954.2924666666665,1218.79965,0.0,264.5071833333334,0.0,0.0,9417.888690000003,9655.945155000003
B,13:10-13:20,13:10-13:20,80,13:10,790,0.8636,956.5826166666667,1199.0901666666666,0.0,242.50754999999992,0.0,0.0,9655.945155000003,9874.201950000002
B,13:20-13:30,13:20-13:30,81,13:20,800,0.8416,952.4472666666667,1175.5228499999998,0.0,223.07558333333316,0.0,0.0,9874.201950000002,10074.969975000002
B,13:30-13:40,13:30-13:40,82,13:30,810,0.8618,952.9750833333333,1151.7343999999998,0.0,198.75931666666656,0.0,0.0,10074.969975000002,10253.853360000001
B,13:40-13:50,13:40-13:50,83,13:40,820,0.8623,951.3747666666666,1128.7345833333334,0.0,177.3598166666668,0.0,0.0,10253.853360000001,10413.477195000001
B,13:50-14:00,13:50-14:00,84,13:50,830,0.9026,949.4863666666666,1101.2266666666665,0.0,151.74029999999982,0.0,0.0,10413.477195000001,10550.043465
B,14:00-14:10,14:00-14:10,85,14:00,840,0.9754,948.7163833333334,1068.7514166666665,0.0,120.0350333333331,0.0,0.0,10550.043465,10658.074995
B,14:10-14:20,14:10-14:20,86,14:10,850,1.0002,947.8548499999999,1035.6693,0.0,87.81445000000008,0.0,0.0,10658.074995,10737.108
B,14:20-14:30,14:20-14:30,87,14:20,860,0.9978,946.4936666666667,1000.1185333333333,0.0,53.62486666666655,0.0,0.0,10737.108,10785.37038
B,14:30-14:40,14:30-14:40,88,14:30,870,1.0271,944.9084666666665,961.1636,0.0,16.255133333333447,0.0,0.0,10785.37038,10800.0
B,14:40-14:50,14:40-14:50,89,14:40,880,1.0906,944.0324666666667,920.2511,0.0,0.0,23.781366666666713,0.0,10800.0,10773.57625925926
B,14:50-15:00,14:50-15:00,90,14:50,890,0.9376,945.4501833333334,878.1301666666666,0.0,0.0,67.32001666666679,0.0,10773.57625925926,10698.77624074074
B,15:00-15:10,15:00-15:10,91,15:00,900,0.6694,947.0423999999999,834.9525333333332,112.0898666666667,0.0,0.0,0.0,10698.77624074074,10698.77624074074
B,15:10-15:20,15:10-15:20,92,15:10,910,0.66,944.8365833333334,790.5747333333334,266.73269362139905,112.47084362139907,0.0,0.0,10698.77624074074,10800.0
B,15:20-15:30,15:20-15:30,93,15:20,920,0.7217,942.7275166666666,745.204,197.52351666666664,0.0,0.0,0.0,10800.0,10800.0
B,15:30-15:40,15:30-15:40,94,15:30,930,0.7308,942.8477833333333,698.03375,244.8140333333332,0.0,0.0,0.0,10800.0,10800.0
B,15:40-15:50,15:40-15:50,95,15:40,940,0.7534,943.7668,648.2321833333333,295.5346166666667,0.0,0.0,0.0,10800.0,10800.0
B,15:50-16:00,15:50-16:00,96,15:50,950,0.7823,944.8766,599.0990999999999,345.77750000000015,0.0,0.0,0.0,10800.0,10800.0
B,16:00-16:10,16:00-16:10,97,16:00,960,0.8055,945.57945,550.6479666666667,394.9314833333333,0.0,0.0,0.0,10800.0,10800.0
B,16:10-16:20,16:10-16:20,98,16:10,970,0.8271,945.1691000000001,499.73744999999997,445.4316500000001,0.0,0.0,0.0,10800.0,10800.0
B,16:20-16:30,16:20-16:30,99,16:20,980,0.8519,943.5987666666666,447.90218333333337,495.69658333333325,0.0,0.0,0.0,10800.0,10800.0
B,16:30-16:40,16:30-16:40,100,16:30,990,0.8791,944.3153666666667,397.1963166666667,547.11905,0.0,0.0,0.0,10800.0,10800.0
B,16:40-16:50,16:40-16:50,101,16:40,1000,0.9024,948.1728666666666,348.18743333333333,599.9854333333333,0.0,0.0,0.0,10800.0,10800.0
B,16:50-17:00,16:50-17:00,102,16:50,1010,0.9163,933.9435666666666,298.5138166666667,635.4297499999999,0.0,-0.0,0.0,10800.0,10800.0
B,17:00-17:10,17:00-17:10,103,17:00,1020,0.9264,911.1187333333334,250.28805,660.8306833333334,0.0,-0.0,0.0,10800.0,10800.0
B,17:10-17:20,17:10-17:20,104,17:10,1030,0.9462,911.2323166666666,209.19538333333333,702.0369333333333,0.0,-0.0,0.0,10800.0,10800.0
B,17:20-17:30,17:20-17:30,105,17:20,1040,0.9742,910.7878333333333,172.72205,738.0657833333333,0.0,-0.0,0.0,10800.0,10800.0
B,17:30-17:40,17:30-17:40,106,17:30,1050,0.9862,915.4076333333334,139.46291666666667,775.9447166666666,0.0,-0.0,0.0,10800.0,10800.0
B,17:40-17:50,17:40-17:50,107,17:40,1060,0.976,936.9551333333334,110.87188333333333,826.08325,0.0,0.0,0.0,10800.0,10800.0
B,17:50-18:00,17:50-18:00,108,17:50,1070,1.0742,848.5354333333332,86.11263333333332,762.4227999999999,0.0,0.0,0.0,10800.0,10800.0
B,18:00-18:10,18:00-18:10,109,18:00,1080,1.2313,701.4281333333333,64.44551666666666,636.9826166666667,0.0,-0.0,0.0,10800.0,10800.0
B,18:10-18:20,18:10-18:20,110,18:10,1090,1.2561,687.1268499999999,45.96554999999999,531.8940499999999,0.0,109.26725000000005,0.0,10800.0,10678.591944444444
B,18:20-18:30,18:20-18:30,111,18:20,1100,1.2447,709.3226333333333,30.492099999999997,678.8305333333333,0.0,0.0,0.0,10678.591944444444,10678.591944444444
B,18:30-18:40,18:30-18:40,112,18:30,1110,1.2545,704.3254,18.0569,686.2684999999999,0.0,0.0,0.0,10678.591944444444,10678.591944444444
B,18:40-18:50,18:40-18:50,113,18:40,1120,1.2522,705.5563999999999,9.052016666666667,696.5043833333333,0.0,0.0,0.0,10678.591944444444,10678.591944444444
B,18:50-19:00,18:50-19:00,114,18:50,1130,1.2881,707.7437499999999,3.1094833333333334,0.0,0.0,704.6342666666666,0.0,10678.591944444444,9895.664981481481
B,19:00-19:10,19:00-19:10,115,19:00,1140,1.3466,706.5299166666666,0.04588333333333333,0.0,0.0,706.4840333333333,0.0,9895.664981481481,9110.682722222222
B,19:10-19:20,19:10-19:20,116,19:10,1150,1.3523,707.4447333333333,0.038266666666666664,0.0,0.0,707.4064666666666,0.0,9110.682722222222,8324.675537037037
B,19:20-19:30,19:20-19:30,117,19:20,1160,1.3445,708.6531166666666,0.10011666666666666,0.0,0.0,708.553,0.0,8324.675537037037,7537.394425925927
B,19:30-19:40,19:30-19:40,118,19:30,1170,1.3483,709.4468833333333,0.0,0.0,0.0,709.4468833333333,0.0,7537.394425925927,6749.120111111112
B,19:40-19:50,19:40-19:50,119,19:40,1180,1.349,711.23245,0.0,0.0,0.0,711.23245,0.0,6749.120111111112,5958.861833333334
B,19:50-20:00,19:50-20:00,120,19:50,1190,1.3473,711.6625,0.0,0.0,0.0,711.6625,0.0,5958.861833333334,5168.125722222223
B,20:00-20:10,20:00-20:10,121,20:00,1200,1.3482,711.4450333333332,0.0,0.0,0.0,711.4450333333332,0.0,5168.125722222223,4377.631240740741
B,20:10-20:20,20:10-20:20,122,20:10,1210,1.3513,713.7040833333333,0.0,0.0,0.0,713.7040833333333,0.0,4377.631240740741,3584.626703703704
B,20:20-20:30,20:20-20:30,123,20:20,1220,1.34,715.28415,0.0,0.0,0.0,715.28415,0.0,3584.626703703704,2789.8665370370372
B,20:30-20:40,20:30-20:40,124,20:30,1230,1.3489,715.22685,0.0,0.0,0.0,715.22685,0.0,2789.8665370370372,1995.170037037037
B,20:40-20:50,20:40-20:50,125,20:40,1240,1.3952,715.6530333333333,0.0,0.0,0.0,715.6530333333333,0.0,1995.170037037037,1200.0
B,20:50-21:00,20:50-21:00,126,20:50,1250,1.2226,715.8689166666666,0.0,715.8689166666666,0.0,-0.0,0.0,1200.0,1200.0
B,21:00-21:10,21:00-21:10,127,21:00,1260,0.9332,717.0051166666667,0.0,717.0051166666667,0.0,0.0,0.0,1200.0,1200.0
B,21:10-21:20,21:10-21:20,128,21:10,1270,0.9068,720.1603,0.0,720.1603,0.0,0.0,0.0,1200.0,1200.0
B,21:20-21:30,21:20-21:30,129,21:20,1280,0.9371,717.0548666666666,0.0,717.0548666666666,0.0,0.0,0.0,1200.0,1200.0
B,21:30-21:40,21:30-21:40,130,21:30,1290,0.9371,720.4459666666667,0.0,720.4459666666667,0.0,0.0,0.0,1200.0,1200.0
B,21:40-21:50,21:40-21:50,131,21:40,1300,0.9871,738.1347166666666,0.0,738.1347166666666,0.0,-0.0,0.0,1200.0,1200.0
B,21:50-22:00,21:50-22:00,132,21:50,1310,0.7764,671.6935666666666,0.0,671.6935666666666,0.0,-0.0,0.0,1200.0,1200.0
B,22:00-22:10,22:00-22:10,133,22:00,1320,0.4209,560.4569833333333,0.0,1393.7903166666665,833.3333333333334,0.0,0.0,1200.0,1950.0
B,22:10-22:20,22:10-22:20,134,22:10,1330,0.3859,551.5655666666667,0.0,1384.8989000000001,833.3333333333334,0.0,0.0,1950.0,2700.0
B,22:20-22:30,22:20-22:30,135,22:20,1340,0.4368,568.8260499999999,0.0,568.8260499999999,0.0,0.0,0.0,2700.0,2700.0
B,22:30-22:40,22:30-22:40,136,22:30,1350,0.4198,563.6552166666667,0.0,1396.98855,833.3333333333334,0.0,0.0,2700.0,3450.0
B,22:40-22:50,22:40-22:50,137,22:40,1360,0.4186,564.4265333333333,0.0,1397.7598666666668,833.3333333333334,0.0,0.0,3450.0,4200.0
B,22:50-23:00,22:50-23:00,138,22:50,1370,0.4241,566.7474333333332,0.0,566.7474333333332,0.0,0.0,0.0,4200.0,4200.0
B,23:00-23:10,23:00-23:10,139,23:00,1380,0.4237,566.5404333333333,0.0,1399.8737666666666,833.3333333333334,0.0,0.0,4200.0,4950.0
B,23:10-23:20,23:10-23:20,140,23:10,1390,0.4248,567.83015,0.0,567.83015,0.0,0.0,0.0,4950.0,4950.0
B,23:20-23:30,23:20-23:30,141,23:20,1400,0.424,569.3586333333333,0.0,902.6919666666666,333.3333333333333,0.0,0.0,4950.0,5250.0
B,23:30-23:40,23:30-23:40,142,23:30,1410,0.422,570.3301833333333,0.0,1403.6635166666665,833.3333333333334,0.0,0.0,5250.0,6000.0
B,23:40-23:50,23:40-23:50,143,23:40,1420,0.424,571.6153833333333,0.0,571.6153833333333,0.0,0.0,0.0,6000.0,6000.0
B,23:50-24:00,23:50-0:00+1,144,23:50,1430,0.4271,573.1768333333333,0.0,573.1768333333333,0.0,0.0,0.0,6000.0,6000.0
