方案,日期,时段,电价,实际负荷电量,实际光伏电量,原始计划购电量,最终调整购电量,增购量,减购量,调整交易价格,紧急购电量,充电量,放电量,弃电量,SOC
C,2025-02-01,04:10,0.4389,504.64528333333334,0.0,545.4584141575236,545.4584141575236,0.0,0.0,,0.0,40.813130824190296,0.0,0.0,10758.286915263061
C,2025-02-01,04:20,0.4364,505.57833333333326,0.0,532.2898752074394,532.2898752074394,0.0,0.0,,0.0,26.71154187410616,0.0,0.0,10782.327302949756
C,2025-02-01,04:30,0.4393,503.23096666666663,0.0,546.5864773095657,546.5864773095657,0.0,0.0,,0.0,19.63633005582677,0.0,23.719180587072277,10800.0
C,2025-02-01,04:40,0.4422,502.84698333333336,0.00023333333333333333,541.2735722001232,541.2735722001232,0.0,0.0,,0.0,0.0,0.0,38.42682220012318,10800.0
C,2025-02-01,04:50,0.4395,499.64166666666665,0.0,530.1954599655261,530.1954599655261,0.0,0.0,,0.0,0.0,0.0,30.553793298859432,10800.0
C,2025-02-01,05:00,0.4333,488.78358333333335,0.0,544.6726843461721,544.6726843461721,0.0,0.0,,0.0,0.0,0.0,55.88910101283875,10800.0
C,2025-02-01,05:10,0.4439,498.51875,0.0033166666666666665,559.2533367431203,559.2533367431203,0.0,0.0,,0.0,0.0,0.0,60.737903409786895,10800.0
C,2025-02-01,05:20,0.4301,529.2233333333334,0.0,558.9239153703298,558.9239153703298,0.0,0.0,,0.0,0.0,0.0,29.70058203699648,10800.0
C,2025-02-01,05:30,0.3713,547.4103166666666,0.0,1400.2857281696583,1400.2857281696583,0.0,0.0,,0.0,0.0,0.0,852.8754115029917,10800.0
C,2025-02-01,05:40,0.5708,531.2274,0.04623333333333333,0.0,0.0,0.0,0.0,,0.0,0.0,531.1811666666666,0.0,10209.798703703704
C,2025-02-01,05:50,0.9099,510.98333333333335,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,510.98333333333335,0.0,9642.039444444445
C,2025-02-01,06:00,0.9368,535.1871833333332,0.0,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,535.1871833333332,0.0,9047.387018518519
C,2025-02-01,06:10,0.8758,533.9993499999999,0.6440166666666667,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,533.3553333333333,0.0,8454.769981481482
C,2025-02-01,06:20,0.8759,504.52,0.0,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,504.52,0.0,7894.192203703705
C,2025-02-01,06:30,0.8601,519.5536833333333,0.0,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,519.5536833333333,0.0,7316.910333333334
C,2025-02-01,06:40,0.8442,566.415,14.934916666666666,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,551.4800833333333,0.0,6704.154685185186
C,2025-02-01,06:50,0.8334,608.7916666666666,56.75,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,552.0416666666666,0.0,6090.775055555557
C,2025-02-01,07:00,0.8092,617.2140499999999,102.656,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,514.5580499999999,0.0,5519.04388888889
C,2025-02-01,07:10,0.7972,595.3964666666666,147.48791666666665,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,447.90854999999993,0.0,5021.367722222224
C,2025-02-01,07:20,0.7644,579.5366666666666,190.11249999999998,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,389.4241666666667,0.0,4588.674203703706
C,2025-02-01,07:30,0.6899,609.0003666666667,231.34661666666665,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,377.65375,0.0,4169.058925925928
C,2025-02-01,07:40,0.86,640.2366833333333,279.07533333333333,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,361.16134999999997,0.0,3767.768537037039
C,2025-02-01,07:50,1.1617,633.9416666666666,334.01874999999995,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,299.92291666666665,0.0,3434.520851851854
C,2025-02-01,08:00,1.1683,590.91065,388.6844166666666,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,202.22623333333343,0.0,3209.825037037039
C,2025-02-01,08:10,1.0956,568.5581666666667,438.7655666666667,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,129.7926,0.0,3065.611037037039
C,2025-02-01,08:20,1.0849,574.2283333333332,487.94374999999997,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,86.28458333333327,0.0,2969.7392777777795
C,2025-02-01,08:30,1.061,577.8523166666666,541.8831666666666,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,35.96915000000001,0.0,2929.7735555555573
C,2025-02-01,08:40,1.043,649.0800333333333,586.6261,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,62.45393333333334,0.0,2860.380296296298
C,2025-02-01,08:50,1.036,737.1266666666667,621.9499999999999,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,115.17666666666673,0.0,2732.406222222224
C,2025-02-01,09:00,1.0147,711.2534166666666,665.4293,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,45.824116666666555,0.0,2681.4905370370393
C,2025-02-01,09:10,0.9922,698.3616999999999,729.7221999999999,0.0,0.0,0.0,0.0,0.9368,0.0,31.360500000000002,0.0,0.0,2709.7149870370395
C,2025-02-01,09:20,0.97,736.3866666666665,798.0874999999999,0.0,0.0,0.0,0.0,0.9368,0.0,61.70083333333332,0.0,0.0,2765.2457370370394
C,2025-02-01,09:30,0.9422,733.2125666666667,838.3206833333334,0.0,0.0,0.0,0.0,0.9368,0.0,105.10811666666666,0.0,0.0,2859.843042037039
C,2025-02-01,09:40,0.9569,697.1223666666666,867.3196166666667,0.0,0.0,0.0,0.0,0.9368,0.0,170.19725000000005,0.0,0.0,3013.020567037039
C,2025-02-01,09:50,0.9977,678.5883333333334,894.01875,0.0,0.0,0.0,0.0,0.9368,0.0,215.4304166666666,0.0,0.0,3206.907942037039
C,2025-02-01,10:00,0.9919,711.4322,911.8498333333333,0.0,0.0,0.0,0.0,0.9368,0.0,200.41763333333336,0.0,0.0,3387.283812037039
C,2025-02-01,10:10,0.9588,706.70705,933.6272333333333,0.0,0.0,0.0,0.0,0.9368,0.0,226.92018333333328,0.0,0.0,3591.511977037039
C,2025-02-01,10:20,0.9549,666.9933333333333,959.21875,0.0,0.0,0.0,0.0,0.9368,0.0,292.22541666666666,0.0,0.0,3854.514852037039
C,2025-02-01,10:30,0.9839,678.7204333333333,979.8081666666667,0.0,0.0,0.0,0.0,0.9368,0.0,301.0877333333334,0.0,0.0,4125.493812037039
C,2025-02-01,10:40,0.799,678.1305,1021.3479,0.0,0.0,0.0,0.0,0.9368,0.0,343.2174,0.0,0.0,4434.389472037039
C,2025-02-01,10:50,0.5025,652.925,1060.2749999999999,0.0,0.0,0.0,0.0,0.9368,0.0,407.3499999999999,0.0,0.0,4801.004472037039
C,2025-02-01,11:00,0.4662,657.69435,1046.1778166666666,0.0,0.0,0.0,0.0,0.9368,0.0,388.4834666666666,0.0,0.0,5150.639592037039
C,2025-02-01,11:10,0.5007,656.1017166666666,1051.3417833333333,0.0,0.0,0.0,0.0,0.9368,0.0,395.24006666666673,0.0,0.0,5506.355652037038
C,2025-02-01,11:20,0.4827,654.535,1099.0625,0.0,0.0,0.0,0.0,0.9368,0.0,444.52750000000003,0.0,0.0,5906.430402037038
C,2025-02-01,11:30,0.4785,692.20855,1136.31565,0.0,0.0,0.0,0.0,0.9368,0.0,444.10710000000006,0.0,0.0,6306.126792037038
C,2025-02-01,11:40,0.4662,680.1494833333334,1128.4168166666666,0.0,0.0,0.0,0.0,0.9368,0.0,448.2673333333332,0.0,0.0,6709.567392037038
C,2025-02-01,11:50,0.4432,640.0333333333333,1100.65625,395.82523133819063,-0.0,0.0,395.82523133819063,0.9368,0.0,460.6229166666667,0.0,0.0,7124.128017037038
C,2025-02-01,12:00,0.4411,676.8413833333333,1105.4832,436.57492835763844,-0.0,0.0,436.57492835763844,0.4411,0.0,428.6418166666666,0.0,0.0,7509.905652037039
C,2025-02-01,12:10,0.4551,663.0938,1089.4810666666667,0.0,0.0,0.0,0.0,0.4411,0.0,426.38726666666673,0.0,0.0,7893.654192037038
C,2025-02-01,12:20,0.4463,594.0216666666666,1052.4125,426.3120462814527,-0.0,0.0,426.3120462814527,0.4411,0.0,458.39083333333326,0.0,0.0,8306.205942037039
C,2025-02-01,12:30,0.4113,601.1141666666666,1052.0977666666665,501.59655877818216,-0.0,0.0,501.59655877818216,0.4411,0.0,450.9835999999999,0.0,0.0,8712.091182037038
C,2025-02-01,12:40,0.5682,633.3353666666667,1058.98975,0.0,0.0,0.0,0.0,0.4411,0.0,425.65438333333327,0.0,0.0,9095.180127037038
C,2025-02-01,12:50,0.8279,638.6816666666666,1052.225,0.0,0.0,0.0,0.0,0.4411,0.0,413.5433333333333,0.0,0.0,9467.369127037038
C,2025-02-01,13:00,0.8636,619.3742333333332,1041.0229166666666,0.0,0.0,0.0,0.0,0.4411,0.0,421.64868333333334,0.0,0.0,9846.852942037038
C,2025-02-01,13:10,0.8416,606.5044,1029.2288333333331,0.0,0.0,0.0,0.0,0.4411,0.0,422.7244333333331,0.0,0.0,10227.304932037037
C,2025-02-01,13:20,0.8618,607.0133333333333,1017.28125,0.0,0.0,0.0,0.0,0.4411,0.0,410.2679166666667,0.0,0.0,10596.546057037038
C,2025-02-01,13:30,0.8623,606.3183333333333,998.79405,0.0,0.0,0.0,0.0,0.4411,0.0,226.05993662551353,0.0,166.41578004115317,10800.0
C,2025-02-01,13:40,0.9026,624.9272166666666,948.6343499999999,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,0.0,323.70713333333333,10800.0
C,2025-02-01,13:50,0.9754,641.645,875.1875,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,0.0,233.54250000000002,10800.0
C,2025-02-01,14:00,1.0002,612.7233833333332,815.6234166666666,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,0.0,202.90003333333334,10800.0
C,2025-02-01,14:10,0.9978,603.26775,769.5365666666667,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,0.0,166.26881666666668,10800.0
C,2025-02-01,14:20,1.0271,610.8116666666666,727.3999999999999,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,0.0,116.58833333333325,10800.0
C,2025-02-01,14:30,1.0906,571.6230833333333,684.0674,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,0.0,112.44431666666674,10800.0
C,2025-02-01,14:40,0.9376,554.5942,648.3614333333333,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,0.0,93.76723333333325,10800.0
C,2025-02-01,14:50,0.6694,578.9233333333333,614.7249999999999,106.0484677938606,21.268166397401615,0.0,84.78030139645898,0.4411,0.0,0.0,0.0,57.069833064068234,10800.0
C,2025-02-01,15:00,0.66,593.8219999999999,565.39285,250.6789026263966,71.59768306958028,0.0,179.0812195568163,0.4411,0.0,0.0,0.0,43.16853306958035,10800.0
C,2025-02-01,15:10,0.7217,603.3700333333334,505.4359666666667,225.53872384320323,127.18946064860086,0.0,98.34926319460237,0.4411,0.0,0.0,0.0,29.255393981934162,10800.0
C,2025-02-01,15:20,0.7308,608.655,450.63749999999993,269.92261334794716,156.53576195502313,0.0,113.38685139292403,0.4411,0.0,0.0,1.4817380449769075,0.0,10798.35362439447
C,2025-02-01,15:30,0.7534,596.78865,413.62829999999997,301.1046415557659,200.55844213445823,0.0,100.54619942130768,0.4411,0.0,1.8293062283656683,0.0,15.56878590609257,10800.0
C,2025-02-01,15:40,0.7823,570.11095,375.9729,336.1153519440147,235.11848388568455,0.0,100.99686805833016,0.4411,0.0,0.0,0.0,40.98043388568453,10800.0
C,2025-02-01,15:50,0.8055,548.75,328.93125,379.1632082996749,271.0774275085504,0.0,108.08578079112453,0.4411,0.0,0.0,0.0,51.25867750855036,10800.0
C,2025-02-01,16:00,0.8271,554.0824,281.17404999999997,418.1320906593047,313.9740850053182,0.0,104.15800565398649,0.4411,0.0,0.0,0.0,41.065735005318174,10800.0
C,2025-02-01,16:10,0.8519,559.0360666666666,240.44151666666667,458.5660200624207,372.41796592888545,0.0,86.14805413353525,0.4411,0.0,0.0,0.0,53.82341592888554,10800.0
C,2025-02-01,16:20,0.8791,563.1066666666666,202.36249999999998,504.42490156816206,428.2805438217813,0.0,76.14435774638076,0.4411,0.0,0.0,0.0,67.53637715511468,10800.0
C,2025-02-01,16:30,0.9024,580.2863,155.5190333333333,517.0828478418696,465.2844244241397,0.0,51.79842341772991,0.4411,0.0,0.0,0.0,40.517157757473,10800.0
C,2025-02-01,16:40,0.9163,532.8180166666666,106.71146666666667,485.5556081937468,446.84304433575045,0.0,38.71256385799637,0.4411,0.0,0.0,0.0,20.73649433575048,10800.0
C,2025-02-01,16:50,0.9264,446.78,59.70625,445.8662677473903,421.269545525168,0.0,24.596722222222297,0.4411,0.0,0.0,0.0,34.19579552516802,10800.0
C,2025-02-01,17:00,0.9462,433.5435166666667,15.897433333333334,450.1074031168095,437.81613257223364,0.0,12.291270544575866,0.4411,0.0,0.0,0.0,20.170049238900276,10800.0
C,2025-02-01,17:10,0.9742,439.7808,0.0,474.1083931616565,461.60248022505067,0.0,12.505912936605853,0.4411,0.0,0.0,0.0,21.82168022505067,10800.0
C,2025-02-01,17:20,0.9862,436.13666666666666,0.0,464.82054340206236,458.8484946958194,0.0,5.972048706242958,0.4411,0.0,0.0,0.0,22.71182802915274,10800.0
C,2025-02-01,17:30,0.976,445.99516666666665,0.68945,455.95185087487573,451.31730920820894,0.0,4.634541666666792,0.4411,0.0,0.0,0.0,6.0115925415423135,10800.0
C,2025-02-01,17:40,1.0742,439.89263333333326,0.0,199.60298047205305,199.60298047205305,0.0,0.0,0.4411,0.0,0.0,240.28965286128022,0.0,10533.0114968208
C,2025-02-01,17:50,1.2313,428.47,0.0,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,428.47,0.0,10056.933719043021
C,2025-02-01,18:00,1.2561,454.18455,0.049499999999999995,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,454.13505,0.0,9552.339219043022
C,2025-02-01,18:10,1.2447,472.26531666666665,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,472.26531666666665,0.0,9027.599978302282
C,2025-02-01,18:20,1.2545,454.16833333333335,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,454.16833333333335,0.0,8522.9684968208
C,2025-02-01,18:30,1.2522,418.3761833333333,0.0035499999999999998,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,418.3726333333333,0.0,8058.110015339319
C,2025-02-01,18:40,1.2881,414.0822333333333,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,414.0822333333333,0.0,7598.018644968949
C,2025-02-01,18:50,1.3466,432.1383333333333,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,432.1383333333333,0.0,7117.864941265246
C,2025-02-01,19:00,1.3523,424.01436666666666,0.00025,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,424.01411666666667,0.0,6646.738144968949
C,2025-02-01,19:10,1.3445,442.41246666666666,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,442.41246666666666,0.0,6155.168737561542
C,2025-02-01,19:20,1.3483,483.74666666666667,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,483.74666666666667,0.0,5617.672441265246
C,2025-02-01,19:30,1.349,481.18446666666665,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,481.18446666666665,0.0,5083.0230338578385
C,2025-02-01,19:40,1.3473,444.76593333333335,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,444.76593333333335,0.0,4588.838663487468
C,2025-02-01,19:50,1.3482,418.095,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,418.095,0.0,4124.288663487468
C,2025-02-01,20:00,1.3513,436.7405166666666,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,436.7405166666666,0.0,3639.021422746727
C,2025-02-01,20:10,1.34,452.69785,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,452.69785,0.0,3136.023811635616
C,2025-02-01,20:20,1.3489,449.9683333333333,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,449.9683333333333,0.0,2636.058996820801
C,2025-02-01,20:30,1.3952,455.06669999999997,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,455.06669999999997,0.0,2130.4293301541343
C,2025-02-01,20:40,1.2226,454.01236666666665,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,454.01236666666665,0.0,1625.9711449689491
C,2025-02-01,20:50,0.9332,459.405,0.0,493.69069083576755,493.69069083576755,0.0,0.0,1.2561,0.0,34.28569083576758,0.0,0.0,1656.82826672114
C,2025-02-01,21:00,0.9068,497.4207666666667,0.0,489.017594001601,489.017594001601,0.0,0.0,1.2561,0.0,0.0,8.403172665065654,0.0,1647.4914082044004
C,2025-02-01,21:10,0.9371,503.28313333333335,0.0,481.8143866320612,481.8143866320612,0.0,0.0,1.2561,0.0,0.0,21.468746701272153,0.0,1623.6372452029868
C,2025-02-01,21:20,0.9371,477.5566666666667,0.0,505.03912019481476,505.03912019481476,0.0,0.0,1.2561,0.0,27.482453528148085,0.0,0.0,1648.3714533783202
C,2025-02-01,21:30,0.9871,479.13595,0.0,509.277046197059,509.277046197059,0.0,0.0,1.2561,0.0,30.141096197059028,0.0,0.0,1675.4984399556733
C,2025-02-01,21:40,0.7764,450.2041,0.0,460.7533403219548,460.7533403219548,0.0,0.0,1.2561,0.0,10.549240321954812,0.0,0.0,1684.9927562454327
C,2025-02-01,21:50,0.4209,392.08500000000004,0.0,1239.0142567067778,1191.7302012622788,0.0,47.28405544449902,1.2561,0.0,799.6452012622788,0.0,0.0,2404.6734373814834
C,2025-02-01,22:00,0.3859,371.76981666666666,0.0,1229.7409462038859,1229.7409462038859,0.0,0.0,1.2561,0.0,833.3333333333333,0.0,24.637796203885955,3154.6734373814834
C,2025-02-01,22:10,0.4368,363.57821666666666,0.0,422.71238350496174,422.71238350496174,0.0,0.0,1.2561,0.0,59.13416683829507,0.0,0.0,3207.8941875359487
C,2025-02-01,22:20,0.4198,359.15666666666664,0.0,1269.8432291070098,1269.8432291070098,0.0,0.0,1.2561,0.0,833.3333333333333,0.0,77.35322910700995,3957.8941875359487
C,2025-02-01,22:30,0.4186,382.05071666666663,0.0,1262.252388733807,1262.252388733807,0.0,0.0,1.2561,0.0,833.3333333333333,0.0,46.86833873380715,4707.894187535949
C,2025-02-01,22:40,0.4241,417.16841666666664,0.0,415.14833696249434,415.14833696249434,0.0,0.0,1.2561,0.0,0.0,2.0200797041723035,0.0,4705.649654531313
C,2025-02-01,22:50,0.4237,431.7966666666667,0.0,400.6797777056235,400.6797777056235,0.0,0.0,1.2561,0.0,0.0,31.116888961043173,0.0,4671.075333463487
C,2025-02-01,23:00,0.4248,406.46494999999993,0.0,403.5065093876862,403.5065093876862,0.0,0.0,1.2561,0.0,0.0,2.958440612313723,0.0,4667.788177227583
C,2025-02-01,23:10,0.424,400.95986666666664,0.0,402.0149117931888,402.0149117931888,0.0,0.0,1.2561,0.0,1.0550451265221454,0.0,0.0,4668.737717841454
C,2025-02-01,23:20,0.422,409.945,0.0,1075.1464389979467,1075.1464389979467,0.0,0.0,1.2561,0.0,665.2014389979468,0.0,0.0,5267.419012939606
C,2025-02-01,23:30,0.424,387.2367,0.0,428.75396549531683,428.75396549531683,0.0,0.0,1.2561,0.0,41.51726549531685,0.0,0.0,5304.784551885391
C,2025-02-01,23:40,0.4271,454.71015,0.0,471.44626670746067,471.44626670746067,0.0,0.0,1.2561,0.0,16.736116707460667,0.0,0.0,5319.847056922105
C,2025-02-01,23:50,0.4276,580.8233333333333,0.0,514.1345880185997,514.1345880185997,0.0,0.0,1.2561,0.0,0.0,66.68874531473352,0.0,5245.748451016846
C,2025-02-02,00:00,0.4248,598.66405,0.0,1387.4147209716402,1387.4147209716402,0.0,0.0,,0.0,788.7506709716403,0.0,0.0,5955.624054891322
C,2025-02-02,00:10,0.4245,581.7344833333333,0.0,1393.220369174027,1393.220369174027,0.0,0.0,,0.0,811.4858858406936,0.0,0.0,6685.961352147946
C,2025-02-02,00:20,0.4269,584.5933333333332,0.0,1407.3195207052681,1407.3195207052681,0.0,0.0,,0.0,822.7261873719349,0.0,0.0,7426.414920782688
C,2025-02-02,00:30,0.4272,586.1028666666666,0.0,1418.1008715377163,1418.1008715377163,0.0,0.0,,0.0,831.9980048710497,0.0,0.0,8175.213125166632
C,2025-02-02,00:40,0.4271,587.1968666666667,0.0,1441.5178329443063,1441.5178329443063,0.0,0.0,,0.0,833.3333333333333,0.0,20.98763294430637,8925.213125166632
C,2025-02-02,00:50,0.4285,596.0733333333333,0.0,957.258904730854,957.258904730854,0.0,0.0,,0.0,361.1855713975208,0.0,0.0,9250.280139424402
C,2025-02-02,01:00,0.4311,612.0548166666666,0.0,613.0927715439487,613.0927715439487,0.0,0.0,,0.0,1.037954877282118,0.0,0.0,9251.214298813955
C,2025-02-02,01:10,0.4302,598.3243,0.0,609.8616897694521,609.8616897694521,0.0,0.0,,0.0,11.537389769452147,0.0,0.0,9261.597949606461
C,2025-02-02,01:20,0.4279,572.2333333333333,0.0,1443.9046485973204,1443.9046485973204,0.0,0.0,,0.0,833.3333333333333,0.0,38.33798193065377,10011.597949606461
C,2025-02-02,01:30,0.4312,591.6527333333333,0.0,608.1032699992259,608.1032699992259,0.0,0.0,,0.0,16.450536665892514,0.0,0.0,10026.403432605764
C,2025-02-02,01:40,0.4333,624.2956999999999,0.0,605.9807328298248,605.9807328298248,0.0,0.0,,0.0,0.0,18.314967170175123,0.0,10006.053469083348
C,2025-02-02,01:50,0.4311,628.665,0.0,611.8883726739499,611.8883726739499,0.0,0.0,,0.0,0.0,16.77662732605006,0.0,9987.412772054404
C,2025-02-02,02:00,0.4293,599.0741166666667,0.0,609.5216326407512,609.5216326407512,0.0,0.0,,0.0,10.447515974084581,0.0,0.0,9996.81553643108
C,2025-02-02,02:10,0.4324,611.8605833333334,0.0,626.5182544861059,626.5182544861059,0.0,0.0,,0.0,14.657671152772537,0.0,0.0,10010.007440468577
C,2025-02-02,02:20,0.4367,647.1383333333333,0.0,632.6572437846206,632.6572437846206,0.0,0.0,,0.0,0.0,14.481089548712703,0.0,9993.917340970007
C,2025-02-02,02:30,0.4348,618.5352333333333,0.0,613.1597319382446,613.1597319382446,0.0,0.0,,0.0,0.0,5.3755013950886905,0.0,9987.94456164213
C,2025-02-02,02:40,0.4335,632.8425166666666,0.0,626.4173849198964,626.4173849198964,0.0,0.0,,0.0,0.0,6.425131746770148,0.0,9980.805526367942
C,2025-02-02,02:50,0.4357,682.7416666666666,0.0,668.3691154568437,668.3691154568437,0.0,0.0,,0.0,0.0,14.37255120982286,0.0,9964.836025023695
C,2025-02-02,03:00,0.4374,650.2912666666666,0.0,634.4229364791296,634.4229364791296,0.0,0.0,,0.0,0.0,15.868330187537026,0.0,9947.204547037543
C,2025-02-02,03:10,0.4371,625.2837,0.0,628.6977398395751,628.6977398395751,0.0,0.0,,0.0,3.414039839575139,0.0,0.0,9950.277182893162
C,2025-02-02,03:20,0.4356,648.8266666666666,0.0,657.8864739284747,657.8864739284747,0.0,0.0,,0.0,9.059807261808146,0.0,0.0,9958.431009428788
C,2025-02-02,03:30,0.4353,667.2369666666666,0.0,641.7868993169476,641.7868993169476,0.0,0.0,,0.0,0.0,25.450067349719006,0.0,9930.153156817989
